timestamp,open,high,low,close,volume
2021-06-10,127.0200,128.1900,125.9400,126.1100,71186421
2021-06-09,127.2100,127.7500,126.5200,127.1300,56877937
2021-06-08,126.6000,128.4600,126.2101,126.7400,74403774
2021-06-07,126.1700,126.3200,124.8321,125.9000,71057550
2021-06-04,124.0700,126.1600,123.8500,125.8900,75169343
2021-06-03,124.6800,124.8500,123.1300,123.5400,76229170
2021-06-02,124.2800,125.2400,124.0500,125.0600,59278862
2021-06-01,125.0800,125.3500,123.9400,124.2800,67637118
2021-05-28,125.5700,125.8000,124.5500,124.6100,71311109
2021-05-27,126.4400,127.6400,125.0800,125.2800,94625601
2021-05-26,126.9550,127.3900,126.4200,126.8500,56575920
2021-05-25,127.8200,128.3200,126.3200,126.9000,72009482
2021-05-24,126.0100,127.9400,125.9400,127.1000,63092945
2021-05-21,127.8200,128.0000,125.2100,125.4300,79295436
2021-05-20,125.2300,127.7200,125.1000,127.3100,76857123
2021-05-19,123.1600,124.9150,122.8600,124.6900,92611989
2021-05-18,126.5600,126.9900,124.7800,124.8500,63342929
2021-05-17,126.8200,126.9300,125.1700,126.2700,74244624
2021-05-14,126.2500,127.8900,125.8500,127.4500,81917951
2021-05-13,124.5800,126.1500,124.2600,124.9700,105861339
2021-05-12,123.4000,124.6400,122.2500,122.7700,112172282
2021-05-11,123.5000,126.2700,122.7700,125.9100,126142826
2021-05-10,129.4100,129.5400,126.8100,126.8500,88071229
2021-05-07,130.8500,131.2582,129.4750,130.2100,78973273
2021-05-06,127.8900,129.7500,127.1300,129.7400,78128334
2021-05-05,129.2000,130.4500,127.9700,128.1000,84000900
2021-05-04,131.1900,131.4899,126.7000,127.8500,137564718
2021-05-03,132.0400,134.0700,131.8300,132.5400,75135100
2021-04-30,131.7800,133.5600,131.0650,131.4600,109839466
2021-04-29,136.4700,137.0700,132.4500,133.4800,151100953
2021-04-28,134.3100,135.0200,133.0800,133.5800,107760097
2021-04-27,135.0100,135.4100,134.1100,134.3900,66015804
2021-04-26,134.8300,135.0600,133.5600,134.7200,66905069
2021-04-23,132.1600,135.1200,132.1600,134.3200,78756779
2021-04-22,133.0400,134.1500,131.4100,131.9400,84566456
2021-04-21,132.3600,133.7500,131.3001,133.5000,68847136
2021-04-20,135.0200,135.5300,131.8100,133.1100,94812349
2021-04-19,133.5100,135.4700,133.3400,134.8400,94264215
2021-04-16,134.3000,134.6700,133.2800,134.1600,84922386
2021-04-15,133.8200,135.0000,133.6400,134.5000,89347102
2021-04-14,134.9400,135.0000,131.6550,132.0300,87222782
2021-04-13,132.4400,134.6600,131.9300,134.4300,91266545
2021-04-12,132.5200,132.8500,130.6300,131.2400,91419983
2021-04-09,129.8000,133.0400,129.4700,132.9950,106686703
2021-04-08,128.9500,130.3900,128.5200,130.3600,88844591
2021-04-07,125.8300,127.9200,125.1400,127.9000,83466716
2021-04-06,126.5000,127.1300,125.6500,126.2100,80171253
2021-04-05,123.8700,126.1601,123.0700,125.9000,88651175
2021-04-01,123.6600,124.1800,122.4900,123.0000,75089134
2021-03-31,121.6500,123.5200,121.1500,122.1500,118323826
2021-03-30,120.1100,120.4031,118.8600,119.9000,85671919
2021-03-29,121.6500,122.5800,120.7299,121.3900,80819203
2021-03-26,120.3500,121.4800,118.9200,121.2100,94071234
2021-03-25,119.5400,121.6600,119.0000,120.5900,98844681
2021-03-24,122.8200,122.9000,120.0650,120.0900,88530485
2021-03-23,123.3300,124.2400,122.1400,122.5400,95467142
2021-03-22,120.3300,123.8700,120.2600,123.3900,111912284
2021-03-19,119.9000,121.4300,119.6750,119.9900,185549522
2021-03-18,122.8800,123.1800,120.3200,120.5300,121469755
2021-03-17,124.0500,125.8599,122.3360,124.7600,111932636
2021-03-16,125.7000,127.2200,124.7150,125.5700,115227936
2021-03-15,121.4100,124.0000,120.4200,123.9900,92590555
2021-03-12,120.4000,121.1700,119.1600,121.0300,88105050
2021-03-11,122.5400,123.2100,121.2600,121.9600,103026514
2021-03-10,121.6900,122.1700,119.4500,119.9800,111943326
2021-03-09,119.0300,122.0600,118.7900,121.0850,129525780
2021-03-08,120.9300,121.0000,116.2100,116.3600,154376610
2021-03-05,120.9800,121.9350,117.5700,121.4200,153766601
2021-03-04,121.7500,123.6000,118.6200,120.1300,178154975
2021-03-03,124.8100,125.7100,121.8400,122.0600,112966340
2021-03-02,128.4100,128.7200,125.0100,125.1200,102260945
2021-03-01,123.7500,127.9300,122.7900,127.7900,116307892
2021-02-26,122.5900,124.8500,121.2000,121.2600,163424672
2021-02-25,124.6800,126.4585,120.5400,120.9900,144766924
2021-02-24,124.9400,125.5600,122.2300,125.3500,111039904
2021-02-23,123.7600,126.7100,118.3900,125.8600,158273022
2021-02-22,128.0100,129.7200,125.6000,126.0000,102886922
2021-02-19,130.2400,130.7100,128.8000,129.8700,87668834
2021-02-18,129.2000,129.9950,127.4100,129.7100,96856748
2021-02-17,131.2500,132.2200,129.4700,130.8400,97372199
2021-02-16,135.4900,136.0100,132.7900,133.1900,80576316
2021-02-12,134.3500,135.5300,133.6921,135.3700,60145130
2021-02-11,135.9000,136.3900,133.7700,135.1300,64280029
2021-02-10,136.4800,136.9900,134.4000,135.3900,72647988
2021-02-09,136.6200,137.8770,135.8500,136.0100,75986989
2021-02-08,136.0300,136.9600,134.9200,136.9100,71297214
2021-02-05,137.3500,137.4200,135.8600,136.7600,75693830
2021-02-04,136.3000,137.4000,134.5900,137.3900,84183061
2021-02-03,135.7600,135.7700,133.6100,133.9400,89880937
2021-02-02,135.7300,136.3100,134.6100,134.9900,82266419
2021-02-01,133.7500,135.3800,130.9300,134.1400,106239823
2021-01-29,135.8300,136.7400,130.2100,131.9600,177523812
2021-01-28,139.5200,141.9900,136.7000,137.0900,142621128
2021-01-27,143.4300,144.3000,140.4100,142.0600,140843759
2021-01-26,143.6000,144.3000,141.3700,143.1600,98390555
2021-01-25,143.0700,145.0900,136.5400,142.9200,157611713
2021-01-22,136.2800,139.8500,135.0200,139.0700,114459360
2021-01-21,133.8000,139.6700,133.5900,136.8700,120529544
2021-01-20,128.6600,132.4900,128.5500,132.0300,104319489
2021-01-19,127.7800,128.7100,126.9380,127.8300,90757329
